job_id,title,company,location,salary_min,salary_max,currency,posted_date,employment_type,remote_option,experience_required
IND-JOB-0089,Senior Data Engineer,HCL,Gurgaon,1520000,2470000,INR,2024-01-10,Contract,No,2-5 years
IND-JOB-0090,Data Scientist,Ola,Remote,960000,1560000,INR,2024-04-04,Full-time,Yes,0-2 years
IND-JOB-0091,Research Scientist,Ola,Bangalore,1656000,2691000,INR,2024-06-18,Contract,No,0-2 years
IND-JOB-0092,Full Stack Developer,Unacademy,Chennai,760000,1235000,INR,2024-01-28,Contract,Yes,0-2 years
IND-JOB-0093,Data Analyst,Swiggy,Remote,480000,780000,INR,2024-08-23,Full-time,Yes,8+ years
IND-JOB-0094,ML Engineer,Freshworks,Remote,1040000,1690000,INR,2024-05-20,Contract,Yes,8+ years
IND-JOB-0095,Data Analyst,Ola,Delhi NCR,480000,780000,INR,2024-06-28,Full-time,Yes,0-2 years
IND-JOB-0096,Senior Data Engineer,CRED,Mumbai,1520000,2470000,INR,2024-08-19,Contract,No,8+ years
IND-JOB-0097,Senior Data Scientist,Accenture India,Ahmedabad,1760000,2860000,INR,2024-04-12,Full-time,No,5-8 years
IND-JOB-0098,Full Stack Developer,TCS,Noida,760000,1235000,INR,2024-04-03,Full-time,Yes,8+ years
IND-JOB-0099,Full Stack Developer,Microsoft India,Ahmedabad,760000,1235000,INR,2024-11-23,Contract,No,0-2 years
IND-JOB-0100,Data Scientist,Flipkart,Mumbai,960000,1560000,INR,2024-07-23,Full-time,No,5-8 years
IND-JOB-0101,Backend Developer,Zoho,Noida,720000,1170000,INR,2024-06-14,Full-time,No,8+ years
IND-JOB-0102,Senior Data Engineer,Flipkart,Delhi NCR,1520000,2470000,INR,2024-04-04,Full-time,No,2-5 years
IND-JOB-0103,Software Engineer,Amazon India,Ahmedabad,720000,1170000,INR,2024-05-24,Full-time,Yes,2-5 years
IND-JOB-0104,Senior Data Engineer,Microsoft India,Chennai,1520000,2470000,INR,2024-03-10,Full-time,Yes,2-5 years
IND-JOB-0105,Senior Data Engineer,Infosys,Bangalore,1748000,2840500,INR,2024-09-10,Full-time,No,8+ years
IND-JOB-0106,Data Scientist,TCS,Gurgaon,960000,1560000,INR,2024-05-16,Contract,No,2-5 years
IND-JOB-0107,Data Engineer,Google India,Ahmedabad,800000,1300000,INR,2024-02-27,Full-time,No,0-2 years
IND-JOB-0108,DevOps Engineer,Unacademy,Remote,800000,1300000,INR,2024-01-05,Full-time,Yes,5-8 years
IND-JOB-0109,Data Scientist,Microsoft India,Hyderabad,1056000,1716000,INR,2024-09-25,Contract,No,2-5 years
IND-JOB-0110,Research Scientist,Freshworks,Kolkata,1440000,2340000,INR,2024-08-15,Full-time,Yes,8+ years
IND-JOB-0111,Senior Data Engineer,Ola,Gurgaon,1520000,2470000,INR,2024-01-20,Full-time,Yes,2-5 years
IND-JOB-0112,Cloud Engineer,Amazon India,Delhi NCR,880000,1430000,INR,2024-11-03,Full-time,No,0-2 years
IND-JOB-0113,ML Engineer,TCS,Kolkata,1040000,1690000,INR,2024-08-23,Contract,No,2-5 years
IND-JOB-0114,Senior Data Engineer,ShareChat,Delhi NCR,1520000,2470000,INR,2024-12-28,Contract,No,2-5 years
IND-JOB-0115,Senior Data Engineer,Unacademy,Gurgaon,1520000,2470000,INR,2024-11-26,Full-time,No,2-5 years
IND-JOB-0116,Cloud Engineer,Tech Mahindra,Delhi NCR,880000,1430000,INR,2024-03-03,Full-time,No,5-8 years
IND-JOB-0117,DevOps Engineer,Ola,Delhi NCR,800000,1300000,INR,2024-08-04,Contract,No,8+ years
IND-JOB-0118,Senior Data Engineer,Freshworks,Noida,1520000,2470000,INR,2024-08-15,Full-time,No,8+ years
IND-JOB-0119,AI Engineer,Paytm,Gurgaon,1120000,1820000,INR,2024-05-01,Full-time,No,0-2 years
IND-JOB-0120,Research Scientist,Meesho,Delhi NCR,1440000,2340000,INR,2024-10-02,Full-time,No,8+ years
IND-JOB-0121,Senior Data Engineer,Accenture India,Gurgaon,1520000,2470000,INR,2024-07-21,Contract,Yes,8+ years
IND-JOB-0122,Senior Data Scientist,PhonePe,Chennai,1760000,2860000,INR,2024-06-22,Full-time,Yes,5-8 years
IND-JOB-0123,Data Analyst,ShareChat,Ahmedabad,480000,780000,INR,2024-05-22,Contract,Yes,0-2 years
IND-JOB-0124,Backend Developer,Wipro,Chennai,720000,1170000,INR,2024-05-11,Full-time,Yes,8+ years
IND-JOB-0125,Full Stack Developer,TCS,Remote,760000,1235000,INR,2024-09-15,Contract,Yes,0-2 years
IND-JOB-0126,Software Engineer,Freshworks,Chennai,720000,1170000,INR,2024-10-25,Contract,No,0-2 years
IND-JOB-0127,Software Engineer,Google India,Noida,720000,1170000,INR,2024-03-10,Contract,Yes,8+ years
IND-JOB-0128,Data Scientist,TCS,Remote,960000,1560000,INR,2024-10-26,Full-time,Yes,2-5 years
IND-JOB-0129,Senior Data Engineer,Zoho,Bangalore,1748000,2840500,INR,2024-09-14,Full-time,No,0-2 years
IND-JOB-0130,Backend Developer,HCL,Remote,720000,1170000,INR,2024-03-16,Full-time,Yes,5-8 years
IND-JOB-0131,Data Analyst,Razorpay,Ahmedabad,480000,780000,INR,2024-04-15,Full-time,No,2-5 years
IND-JOB-0132,Data Scientist,Google India,Kolkata,960000,1560000,INR,2024-06-26,Full-time,Yes,5-8 years
IND-JOB-0133,AI Engineer,Flipkart,Gurgaon,1120000,1820000,INR,2024-10-22,Contract,Yes,8+ years
IND-JOB-0134,Full Stack Developer,Razorpay,Chennai,760000,1235000,INR,2024-06-18,Contract,No,5-8 years
IND-JOB-0135,Software Engineer,ShareChat,Mumbai,720000,1170000,INR,2024-10-13,Full-time,Yes,8+ years
IND-JOB-0136,Data Engineer,Paytm,Ahmedabad,800000,1300000,INR,2024-12-26,Contract,No,2-5 years
IND-JOB-0137,Backend Developer,Infosys,Pune,792000,1287000,INR,2024-09-19,Full-time,Yes,8+ years
IND-JOB-0138,Data Scientist,Freshworks,Ahmedabad,960000,1560000,INR,2024-01-24,Full-time,No,2-5 years
IND-JOB-0139,Data Scientist,Razorpay,Delhi NCR,960000,1560000,INR,2024-06-20,Contract,No,5-8 years
IND-JOB-0140,Cloud Engineer,Zoho,Kolkata,880000,1430000,INR,2024-06-21,Contract,Yes,0-2 years
IND-JOB-0141,DevOps Engineer,Wipro,Mumbai,800000,1300000,INR,2024-11-22,Full-time,Yes,0-2 years
IND-JOB-0142,Data Analyst,HCL,Remote,480000,780000,INR,2024-12-28,Full-time,Yes,8+ years
IND-JOB-0143,ML Engineer,ShareChat,Delhi NCR,1040000,1690000,INR,2024-01-02,Full-time,Yes,5-8 years
IND-JOB-0144,Senior Data Scientist,Swiggy,Kolkata,1760000,2860000,INR,2024-03-08,Contract,No,2-5 years
IND-JOB-0145,ML Engineer,Accenture India,Hyderabad,1144000,1859000,INR,2024-10-28,Contract,No,2-5 years
IND-JOB-0146,Backend Developer,Ola,Pune,792000,1287000,INR,2024-04-15,Full-time,No,0-2 years
IND-JOB-0147,Research Scientist,CRED,Delhi NCR,1440000,2340000,INR,2024-11-18,Full-time,No,5-8 years
IND-JOB-0148,DevOps Engineer,Flipkart,Remote,800000,1300000,INR,2024-07-23,Full-time,Yes,8+ years
IND-JOB-0149,Senior Data Engineer,Amazon India,Kolkata,1520000,2470000,INR,2024-08-04,Full-time,No,5-8 years
IND-JOB-0150,DevOps Engineer,Flipkart,Delhi NCR,800000,1300000,INR,2024-01-27,Contract,No,0-2 years
IND-JOB-0151,DevOps Engineer,Razorpay,Delhi NCR,800000,1300000,INR,2024-04-20,Full-time,No,2-5 years
IND-JOB-0152,DevOps Engineer,Google India,Remote,800000,1300000,INR,2024-12-25,Full-time,Yes,0-2 years
IND-JOB-0153,Cloud Engineer,Unacademy,Bangalore,1012000,1644500,INR,2024-05-26,Contract,No,5-8 years
IND-JOB-0154,AI Engineer,Tech Mahindra,Hyderabad,1232000,2002000,INR,2024-05-11,Contract,No,2-5 years
IND-JOB-0155,Research Scientist,Zoho,Chennai,1440000,2340000,INR,2024-09-17,Full-time,Yes,5-8 years
IND-JOB-0156,Backend Developer,Flipkart,Chennai,720000,1170000,INR,2024-02-15,Full-time,No,2-5 years
IND-JOB-0157,Cloud Engineer,Meesho,Kolkata,880000,1430000,INR,2024-09-12,Full-time,Yes,0-2 years
IND-JOB-0158,Senior Data Engineer,Zoho,Hyderabad,1672000,2717000,INR,2024-08-12,Full-time,No,5-8 years
IND-JOB-0159,Data Scientist,Meesho,Mumbai,960000,1560000,INR,2024-08-01,Full-time,Yes,2-5 years
IND-JOB-0160,Cloud Engineer,Wipro,Remote,880000,1430000,INR,2024-08-23,Full-time,Yes,8+ years
IND-JOB-0161,Data Scientist,Tech Mahindra,Bangalore,1104000,1794000,INR,2024-01-10,Contract,No,2-5 years
IND-JOB-0162,Full Stack Developer,Tech Mahindra,Kolkata,760000,1235000,INR,2024-08-12,Contract,No,2-5 years
IND-JOB-0163,Data Analyst,Unacademy,Hyderabad,528000,858000,INR,2024-08-20,Contract,Yes,5-8 years
IND-JOB-0164,Data Engineer,ShareChat,Chennai,800000,1300000,INR,2024-04-15,Contract,Yes,5-8 years
IND-JOB-0165,Data Scientist,Meesho,Chennai,960000,1560000,INR,2024-09-21,Full-time,No,5-8 years
IND-JOB-0166,Software Engineer,HCL,Ahmedabad,720000,1170000,INR,2024-02-22,Full-time,No,0-2 years
IND-JOB-0167,Data Engineer,Paytm,Mumbai,800000,1300000,INR,2024-03-26,Full-time,No,2-5 years
IND-JOB-0168,DevOps Engineer,Amazon India,Mumbai,800000,1300000,INR,2024-06-25,Full-time,Yes,0-2 years
IND-JOB-0169,Senior Data Engineer,Tech Mahindra,Pune,1672000,2717000,INR,2024-09-09,Full-time,No,0-2 years
IND-JOB-0170,ML Engineer,TCS,Chennai,1040000,1690000,INR,2024-04-19,Full-time,No,5-8 years
IND-JOB-0171,Data Engineer,Tech Mahindra,Kolkata,800000,1300000,INR,2024-09-04,Full-time,No,5-8 years
IND-JOB-0172,Full Stack Developer,Ola,Hyderabad,836000,1358500,INR,2024-08-17,Full-time,Yes,0-2 years
IND-JOB-0173,AI Engineer,Meesho,Noida,1120000,1820000,INR,2024-05-15,Full-time,No,8+ years
IND-JOB-0174,Data Analyst,PhonePe,Remote,480000,780000,INR,2024-02-16,Contract,Yes,0-2 years
IND-JOB-0175,Data Scientist,Paytm,Gurgaon,960000,1560000,INR,2024-03-03,Full-time,No,5-8 years
IND-JOB-0176,Data Analyst,Byju's,Noida,480000,780000,INR,2024-05-15,Contract,No,0-2 years
IND-JOB-0177,Cloud Engineer,Unacademy,Noida,880000,1430000,INR,2024-12-28,Full-time,No,2-5 years
IND-JOB-0178,Data Analyst,Paytm,Ahmedabad,480000,780000,INR,2024-07-14,Full-time,No,5-8 years
IND-JOB-0179,Cloud Engineer,Google India,Chennai,880000,1430000,INR,2024-03-22,Contract,No,0-2 years
IND-JOB-0180,Data Scientist,PhonePe,Hyderabad,1056000,1716000,INR,2024-12-24,Full-time,Yes,0-2 years
IND-JOB-0181,DevOps Engineer,Zoho,Noida,800000,1300000,INR,2024-06-22,Full-time,No,8+ years
IND-JOB-0182,AI Engineer,Infosys,Delhi NCR,1120000,1820000,INR,2024-10-10,Full-time,No,2-5 years
IND-JOB-0183,ML Engineer,Meesho,Ahmedabad,1040000,1690000,INR,2024-04-28,Full-time,No,5-8 years
IND-JOB-0184,Data Scientist,Google India,Gurgaon,960000,1560000,INR,2024-04-26,Contract,Yes,0-2 years
IND-JOB-0185,DevOps Engineer,Meesho,Delhi NCR,800000,1300000,INR,2024-01-06,Full-time,Yes,5-8 years
IND-JOB-0186,Senior Data Scientist,Swiggy,Bangalore,2024000,3289000,INR,2024-03-28,Full-time,No,8+ years
IND-JOB-0187,Data Scientist,Tech Mahindra,Remote,960000,1560000,INR,2024-01-03,Full-time,Yes,8+ years
IND-JOB-0188,Data Analyst,CRED,Chennai,480000,780000,INR,2024-03-12,Full-time,Yes,0-2 years
IND-JOB-0189,Data Engineer,Tech Mahindra,Pune,880000,1430000,INR,2024-10-02,Full-time,No,8+ years
IND-JOB-0190,Backend Developer,Byju's,Ahmedabad,720000,1170000,INR,2024-07-09,Full-time,Yes,0-2 years
IND-JOB-0191,Senior Data Scientist,PhonePe,Hyderabad,1936000,3146000,INR,2024-05-22,Contract,No,5-8 years
IND-JOB-0192,Data Engineer,Microsoft India,Kolkata,800000,1300000,INR,2024-10-02,Full-time,No,2-5 years
IND-JOB-0193,Research Scientist,Tech Mahindra,Delhi NCR,1440000,2340000,INR,2024-05-11,Full-time,No,8+ years
IND-JOB-0194,ML Engineer,Tech Mahindra,Kolkata,1040000,1690000,INR,2024-09-23,Full-time,No,5-8 years
IND-JOB-0195,Data Scientist,Zomato,Bangalore,1104000,1794000,INR,2024-07-01,Contract,Yes,5-8 years
IND-JOB-0196,DevOps Engineer,PhonePe,Gurgaon,800000,1300000,INR,2024-07-23,Contract,No,8+ years
IND-JOB-0197,Data Engineer,Paytm,Pune,880000,1430000,INR,2024-10-15,Full-time,No,0-2 years
IND-JOB-0198,Software Engineer,PhonePe,Gurgaon,720000,1170000,INR,2024-07-17,Full-time,No,5-8 years
IND-JOB-0199,AI Engineer,Paytm,Mumbai,1120000,1820000,INR,2024-06-25,Full-time,No,0-2 years
IND-JOB-0200,Full Stack Developer,Freshworks,Mumbai,760000,1235000,INR,2024-06-12,Full-time,No,2-5 years
IND-JOB-0201,Senior Data Engineer,Amazon India,Pune,1672000,2717000,INR,2024-10-05,Full-time,No,8+ years
IND-JOB-0202,Backend Developer,Ola,Gurgaon,720000,1170000,INR,2024-08-22,Full-time,Yes,5-8 years
IND-JOB-0203,ML Engineer,CRED,Hyderabad,1144000,1859000,INR,2024-08-15,Full-time,Yes,0-2 years
IND-JOB-0204,Senior Data Scientist,Freshworks,Hyderabad,1936000,3146000,INR,2024-05-15,Contract,No,5-8 years
IND-JOB-0205,Senior Data Engineer,Wipro,Remote,1520000,2470000,INR,2024-02-20,Contract,Yes,8+ years
IND-JOB-0206,DevOps Engineer,Zoho,Bangalore,920000,1495000,INR,2024-08-26,Full-time,No,8+ years
IND-JOB-0207,Full Stack Developer,Tech Mahindra,Bangalore,874000,1420250,INR,2024-08-04,Full-time,Yes,0-2 years
IND-JOB-0208,Full Stack Developer,Unacademy,Pune,836000,1358500,INR,2024-01-08,Contract,Yes,2-5 years
IND-JOB-0209,Senior Data Scientist,Swiggy,Delhi NCR,1760000,2860000,INR,2024-07-14,Full-time,No,0-2 years
IND-JOB-0210,Research Scientist,Unacademy,Remote,1440000,2340000,INR,2024-06-03,Full-time,Yes,0-2 years
IND-JOB-0211,Full Stack Developer,Meesho,Kolkata,760000,1235000,INR,2024-05-09,Full-time,No,2-5 years
IND-JOB-0212,Senior Data Scientist,Flipkart,Remote,1760000,2860000,INR,2024-12-22,Contract,Yes,2-5 years
IND-JOB-0213,DevOps Engineer,ShareChat,Hyderabad,880000,1430000,INR,2024-05-18,Contract,No,5-8 years
IND-JOB-0214,ML Engineer,Meesho,Remote,1040000,1690000,INR,2024-09-03,Contract,Yes,5-8 years
IND-JOB-0215,Data Engineer,Swiggy,Delhi NCR,800000,1300000,INR,2024-03-07,Full-time,Yes,8+ years
IND-JOB-0216,Software Engineer,Microsoft India,Pune,792000,1287000,INR,2024-03-03,Full-time,Yes,0-2 years
IND-JOB-0217,Full Stack Developer,Zoho,Noida,760000,1235000,INR,2024-01-22,Full-time,Yes,2-5 years
IND-JOB-0218,DevOps Engineer,Zomato,Pune,880000,1430000,INR,2024-03-06,Full-time,Yes,0-2 years
IND-JOB-0219,Data Analyst,Swiggy,Remote,480000,780000,INR,2024-12-08,Contract,Yes,5-8 years
IND-JOB-0220,Research Scientist,CRED,Mumbai,1440000,2340000,INR,2024-09-08,Full-time,Yes,8+ years
IND-JOB-0221,Software Engineer,Swiggy,Remote,720000,1170000,INR,2024-10-15,Contract,Yes,5-8 years
IND-JOB-0222,Research Scientist,Zomato,Noida,1440000,2340000,INR,2024-09-14,Full-time,Yes,2-5 years
IND-JOB-0223,Senior Data Engineer,Infosys,Remote,1520000,2470000,INR,2024-08-28,Full-time,Yes,0-2 years
IND-JOB-0224,AI Engineer,Freshworks,Hyderabad,1232000,2002000,INR,2024-05-03,Full-time,No,2-5 years
IND-JOB-0225,Data Analyst,Wipro,Mumbai,480000,780000,INR,2024-08-12,Full-time,No,8+ years
IND-JOB-0226,Full Stack Developer,Swiggy,Mumbai,760000,1235000,INR,2024-07-03,Full-time,No,5-8 years
IND-JOB-0227,Data Scientist,ShareChat,Remote,960000,1560000,INR,2024-06-26,Full-time,Yes,2-5 years
IND-JOB-0228,Data Engineer,Flipkart,Ahmedabad,800000,1300000,INR,2024-12-27,Full-time,Yes,8+ years
IND-JOB-0229,Backend Developer,Byju's,Bangalore,828000,1345500,INR,2024-02-01,Full-time,No,2-5 years
IND-JOB-0230,Full Stack Developer,Byju's,Noida,760000,1235000,INR,2024-07-04,Full-time,No,0-2 years
IND-JOB-0231,Data Engineer,Microsoft India,Kolkata,800000,1300000,INR,2024-11-26,Contract,No,8+ years
IND-JOB-0232,DevOps Engineer,Zoho,Bangalore,920000,1495000,INR,2024-11-17,Full-time,Yes,5-8 years
